timestamp,latency,error_rate,cpu,memory,request_time,latency_anomaly,latency_slope,memory_slope,error_trend,risk_score
2026-01-01 10:37:00,153.92,0.1722,51.31,53.77,795.12,-1.34,-1.0801,-0.6128,0.0,0.0135
2026-01-01 10:37:30,149.0,0.126,53.03,50.6,680.4,-6.08,2.9477,0.6452,-0.003,0.0492
2026-01-01 10:38:00,159.82,0.1655,52.97,55.06,817.75,4.66,-2.0034,0.5864,0.002,0.0367
2026-01-01 10:38:30,144.99,0.1182,54.28,51.78,806.0,-9.9,-2.16,1.3104,0.0001,0.0705
2026-01-01 10:39:00,155.5,0.1523,47.73,57.68,698.61,0.43,6.077,0.2286,-0.0005,0.0277
2026-01-01 10:39:30,157.14,0.1763,50.51,52.23,625.82,2.21,-1.2576,-3.6276,0.001,0.0294
2026-01-01 10:40:00,152.99,0.1572,55.51,50.43,710.09,-1.75,-8.0389,-0.235,-0.0013,0.0437
2026-01-01 10:40:30,141.07,0.1212,53.73,51.76,672.42,-13.39,-3.155,2.4394,-0.0002,0.0989
2026-01-01 10:41:00,146.68,0.145,51.06,55.3,758.22,-7.28,8.183,3.0465,0.0007,0.0861
2026-01-01 10:41:30,157.43,0.2144,49.99,57.86,747.19,3.46,-0.668,-0.6229,0.0024,0.0242
2026-01-01 10:42:00,145.34,0.1307,48.96,54.06,717.48,-8.56,-3.3553,-4.3284,-0.0009,0.0777
2026-01-01 10:42:30,150.72,0.1105,51.35,49.2,755.31,-3.03,3.851,-0.1809,-0.0044,0.0335
2026-01-01 10:43:00,153.04,0.1753,52.62,53.7,781.7,-0.5,0.851,4.3794,-0.0002,0.0202
2026-01-01 10:43:30,152.42,0.1332,51.7,57.96,648.48,-1.14,-2.8375,-1.198,-0.0012,0.0216
2026-01-01 10:44:00,147.37,0.1262,56.54,51.3,643.18,-6.04,-8.3544,-2.2202,-0.0016,0.0768
2026-01-01 10:44:30,135.71,0.0447,55.15,53.52,726.89,-17.32,2.3837,0.4323,-0.0034,0.112
2026-01-01 10:45:00,152.13,0.14,52.35,52.17,761.98,-1.03,4.822,-0.9952,-0.0007,0.0286
2026-01-01 10:45:30,145.36,0.11,53.91,51.53,650.45,-7.49,0.8213,-1.9157,-0.0035,0.0528
2026-01-01 10:46:00,153.78,0.1798,48.89,48.33,628.25,0.95,5.8602,2.2028,0.0014,0.0365
2026-01-01 10:46:30,157.08,0.2053,53.19,55.93,742.16,4.28,1.0812,2.2506,0.0028,0.0362
2026-01-01 10:47:00,155.94,0.1725,48.39,52.84,774.75,3.06,-1.1976,-1.8309,0.0,0.0281
2026-01-01 10:47:30,154.68,0.1765,47.08,52.27,756.03,1.99,0.5648,-1.5132,0.0025,0.0181
2026-01-01 10:48:00,157.07,0.2169,52.24,49.81,671.31,4.3,0.1111,-1.3167,0.0026,0.0291
2026-01-01 10:48:30,154.91,0.1515,51.81,49.64,753.13,2.23,-9.2817,2.5473,0.0017,0.0595
2026-01-01 10:49:00,138.5,0.0731,55.8,54.9,798.88,-13.78,-5.7865,0.6394,-0.004,0.1061
2026-01-01 10:49:30,143.33,0.1206,53.97,50.92,591.09,-8.74,4.5243,-1.082,-0.0028,0.0728
2026-01-01 10:50:00,147.55,0.1469,57.75,52.74,849.09,-4.26,1.2651,1.2645,-0.0005,0.0335
2026-01-01 10:50:30,145.86,0.1115,55.31,53.44,711.5,-5.77,-2.6732,-0.121,-0.0005,0.0444
2026-01-01 10:51:00,142.21,0.0932,55.28,52.5,770.83,-9.04,3.9243,-0.6738,-0.0026,0.0707
2026-01-01 10:51:30,153.71,0.1568,55.68,52.1,839.44,2.63,0.3329,-1.2122,-0.0029,0.0199
2026-01-01 10:52:00,142.87,0.093,50.95,50.07,713.87,-7.91,-1.8022,-0.4875,-0.0019,0.0545
2026-01-01 10:52:30,150.11,0.1281,58.56,51.12,682.76,-0.55,3.4004,-0.4067,0.0009,0.0178
2026-01-01 10:53:00,149.67,0.1332,55.89,49.26,765.33,-1.06,-0.5321,-1.4974,-0.0021,0.0125
2026-01-01 10:53:30,149.04,0.1584,52.27,48.13,707.91,-1.71,-0.4934,-1.7464,0.0013,0.017
2026-01-01 10:54:00,148.69,0.1529,55.49,45.77,734.11,-2.03,-3.5087,1.7139,0.0013,0.0313
2026-01-01 10:54:30,142.03,0.1255,54.85,51.56,835.91,-8.49,-5.3108,3.6041,0.004,0.0831
2026-01-01 10:55:00,138.07,0.0848,57.54,52.98,835.53,-12.0,-0.6439,3.2086,-0.0028,0.0828
2026-01-01 10:55:30,140.74,0.1242,61.44,57.97,775.15,-9.18,11.5088,0.1768,0.0007,0.1016
2026-01-01 10:56:00,161.08,0.1993,54.7,53.33,723.36,10.96,1.9198,-1.9325,0.001,0.0777
2026-01-01 10:56:30,144.58,0.1463,53.5,54.11,752.85,-5.34,-10.2077,-2.0014,-0.0029,0.0798
2026-01-01 10:57:00,140.67,0.0808,53.75,49.33,652.99,-9.02,-1.6421,1.3037,-0.0046,0.0631
2026-01-01 10:57:30,141.29,0.1224,54.07,56.71,796.54,-8.06,-0.5066,1.7607,-0.0027,0.0543
2026-01-01 10:58:00,139.65,0.1255,56.31,52.85,756.6,-9.52,-0.3798,-3.6005,-0.0046,0.0685
2026-01-01 10:58:30,140.53,0.1204,57.71,49.51,791.0,-8.42,3.0732,0.1294,-0.0016,0.0617
2026-01-01 10:59:00,145.8,0.1495,56.44,53.11,650.99,-3.04,4.2053,0.3518,0.0038,0.0356
2026-01-01 10:59:30,148.94,0.1384,53.07,50.22,792.54,0.08,0.7791,-0.7517,0.0009,0.0052
2026-01-01 11:00:00,147.36,0.1407,56.16,51.6,753.6,-1.34,-2.0163,0.7855,-0.0003,0.0179
2026-01-01 11:00:30,144.91,0.1394,53.17,51.79,864.75,-3.53,-4.2539,0.3944,0.0014,0.0388
2026-01-01 11:01:00,138.85,0.1048,60.26,52.39,871.58,-9.37,2.476,0.6784,0.0006,0.0666
2026-01-01 11:01:30,149.86,0.1678,57.5,53.15,763.47,1.66,0.3987,0.376,0.0005,0.0117
2026-01-01 11:02:00,139.65,0.1265,57.47,53.14,747.44,-8.27,-2.4355,-1.4749,0.0017,0.0626
2026-01-01 11:02:30,144.99,0.1283,53.08,50.2,725.99,-2.84,3.3714,-0.8624,0.0,0.0327
2026-01-01 11:03:00,146.39,0.1319,57.72,51.42,756.19,-1.17,-1.2915,-0.3664,-0.0001,0.0125
2026-01-01 11:03:30,142.41,0.0926,57.55,49.46,836.99,-5.1,-5.175,-0.0819,-0.0033,0.0509
2026-01-01 11:04:00,136.04,0.0735,55.38,51.26,760.88,-11.08,-2.9171,0.0294,-0.004,0.0763
2026-01-01 11:04:30,136.58,0.0873,55.07,49.52,661.26,-10.14,0.5184,1.0435,-0.0019,0.0641
2026-01-01 11:05:00,137.08,0.0563,56.71,53.34,726.0,-9.32,4.9459,-0.5286,-0.0014,0.0761
2026-01-01 11:05:30,146.47,0.0885,56.64,48.46,780.39,-0.04,-1.6854,-1.1046,-0.0018,0.01
2026-01-01 11:06:00,133.71,0.0786,59.3,51.13,744.6,-12.54,-1.4223,1.3563,-0.006,0.083
2026-01-01 11:06:30,143.62,0.133,62.93,51.18,724.59,-2.35,5.9417,-2.1412,-0.0007,0.0448
2026-01-01 11:07:00,145.59,0.1036,54.09,46.85,770.23,-0.38,1.1405,-0.5078,0.0011,0.0077
2026-01-01 11:07:30,145.9,0.1261,57.61,50.16,691.13,0.03,0.3264,1.8829,0.0002,0.0068
2026-01-01 11:08:00,146.24,0.142,55.2,50.62,662.87,0.5,5.1694,1.6778,0.0008,0.0292
2026-01-01 11:08:30,156.24,0.1787,62.82,53.52,738.08,10.43,-4.4455,1.0213,0.0029,0.0822
2026-01-01 11:09:00,137.35,0.0729,58.29,52.66,719.35,-8.26,-9.3726,-1.6074,-0.0038,0.0921
2026-01-01 11:09:30,137.5,0.1026,55.43,50.3,754.74,-8.16,-1.9488,-1.9852,-0.0018,0.0616
2026-01-01 11:10:00,133.46,0.0793,57.63,48.69,724.03,-11.82,0.4626,-1.1448,-0.0031,0.0741
2026-01-01 11:10:30,138.42,0.104,59.42,48.01,773.59,-6.72,1.3686,1.9265,-0.0018,0.0506
2026-01-01 11:11:00,136.19,0.0774,56.67,52.54,713.86,-8.6,-0.9419,0.3644,-0.0014,0.0546
2026-01-01 11:11:30,136.54,0.096,57.73,48.74,785.21,-7.84,-1.7317,-0.5813,-0.0036,0.0542
2026-01-01 11:12:00,132.73,0.0661,54.3,51.38,893.88,-11.18,2.8403,0.7747,-0.003,0.0791
2026-01-01 11:12:30,142.22,0.1048,60.45,50.29,771.99,-1.45,-2.3448,-0.3408,-0.0012,0.0184
2026-01-01 11:13:00,128.04,0.0222,58.82,50.7,726.24,-15.04,-3.7002,1.2484,-0.0055,0.1069
2026-01-01 11:13:30,134.82,0.0863,57.89,52.79,857.42,-7.86,2.2073,-0.3748,-0.0003,0.0556
2026-01-01 11:14:00,132.45,0.0594,55.04,49.95,740.14,-10.11,5.6813,-2.2236,-0.0007,0.0895
2026-01-01 11:14:30,146.18,0.123,57.9,48.34,715.2,3.56,6.374,-0.7128,0.0018,0.049
2026-01-01 11:15:00,145.2,0.1062,60.65,48.52,814.83,2.63,-0.3823,1.4427,0.0025,0.0209
2026-01-01 11:15:30,145.42,0.0949,60.77,51.23,798.31,2.85,-2.5454,3.4702,0.0003,0.038
2026-01-01 11:16:00,140.11,0.0746,66.01,55.46,715.71,-2.41,0.0737,-0.0455,-0.0002,0.0136
2026-01-01 11:16:30,145.56,0.1591,59.97,51.13,885.22,3.21,2.3528,-0.8537,0.0013,0.0305
2026-01-01 11:17:00,144.82,0.1408,55.77,53.76,711.16,2.42,-2.8688,0.2836,0.0019,0.0262
2026-01-01 11:17:30,139.83,0.0546,59.85,51.7,635.87,-2.36,-4.4192,-2.7715,-0.0036,0.0407
2026-01-01 11:18:00,135.98,0.076,62.87,48.21,751.73,-5.94,1.8437,-1.79,-0.0033,0.0475
2026-01-01 11:18:30,143.51,0.1024,64.93,48.12,767.51,1.71,-0.6603,-0.1756,-0.0038,0.0124
2026-01-01 11:19:00,134.66,0.0796,56.04,47.86,775.7,-6.87,-4.9726,1.9373,0.0003,0.0666
2026-01-01 11:19:30,133.57,0.0843,61.54,52.0,731.22,-7.79,2.1707,1.7338,-0.0009,0.0596
2026-01-01 11:20:00,139.0,0.0804,54.28,51.33,880.4,-2.38,-3.3015,-1.081,0.0001,0.0304
2026-01-01 11:20:30,126.97,0.0624,60.85,49.83,708.89,-14.13,-3.6391,-0.8208,-0.0021,0.0998
2026-01-01 11:21:00,131.72,0.0848,59.09,49.69,840.66,-8.79,3.6497,0.0434,0.0004,0.066
2026-01-01 11:21:30,134.27,0.0634,62.01,49.92,782.02,-6.04,3.2796,0.6608,-0.0016,0.0504
2026-01-01 11:22:00,138.28,0.0806,60.08,51.01,752.37,-1.98,0.724,-0.2309,0.0007,0.0144
2026-01-01 11:22:30,135.71,0.0854,59.86,49.46,832.41,-4.43,-0.4176,-0.2765,-0.001,0.0277
2026-01-01 11:23:00,137.44,0.073,53.65,50.46,685.23,-2.66,-3.6304,1.8234,0.0025,0.0359
2026-01-01 11:23:30,128.45,0.0302,60.84,53.11,765.52,-11.41,-1.3172,-2.6976,-0.0028,0.0804
2026-01-01 11:24:00,134.81,0.0677,63.91,45.06,793.41,-4.83,-0.6219,-1.7979,0.0004,0.0359
2026-01-01 11:24:30,127.21,0.0402,57.72,49.51,841.28,-12.0,-1.3613,1.9071,-0.0041,0.0814
2026-01-01 11:25:00,132.09,0.0976,57.43,48.87,746.14,-6.81,7.4574,-0.875,-0.0004,0.0731
2026-01-01 11:25:30,142.12,0.154,59.63,47.76,754.87,3.28,-1.5959,-0.578,0.003,0.0268
2026-01-01 11:26:00,128.9,0.0921,65.98,47.72,728.26,-9.75,-1.7139,1.811,0.0009,0.0694
2026-01-01 11:26:30,138.7,0.0937,64.15,51.38,727.16,0.27,0.3536,0.6976,-0.0033,0.0044
2026-01-01 11:27:00,129.6,0.0386,61.12,49.11,706.85,-8.62,-5.3046,-0.1369,-0.0051,0.0722
2026-01-01 11:27:30,128.09,0.0133,57.22,51.11,751.01,-9.8,-0.2313,-0.4958,-0.0021,0.0591
2026-01-01 11:28:00,129.14,0.0461,60.29,48.12,743.11,-8.4,2.5003,-1.3999,-0.0015,0.0634
2026-01-01 11:28:30,133.09,0.0786,65.63,48.31,825.66,-4.27,-4.9735,1.7458,-0.0012,0.0507
2026-01-01 11:29:00,119.19,0.0,64.57,51.61,718.47,-17.82,-2.3826,1.4678,-0.004,0.1184
2026-01-01 11:29:30,128.32,0.0335,56.34,51.24,779.58,-8.53,3.9272,-1.0506,-0.0025,0.069
2026-01-01 11:30:00,127.05,0.0045,59.68,49.51,767.01,-9.6,-0.5053,-0.8965,-0.0038,0.0604
2026-01-01 11:30:30,127.31,0.0315,59.81,49.45,731.77,-8.96,2.0001,0.0165,-0.0015,0.0599
2026-01-01 11:31:00,131.05,0.0654,64.25,49.55,822.58,-5.17,-1.1627,-1.1385,-0.001,0.038
2026-01-01 11:31:30,124.99,0.0277,67.95,47.17,825.91,-10.85,-1.6394,-0.8103,-0.0018,0.0722
2026-01-01 11:32:00,127.77,0.0257,68.59,47.93,753.08,-7.71,1.4725,1.2729,-0.0027,0.0547
2026-01-01 11:32:30,127.93,0.0441,59.97,49.72,855.12,-7.19,3.1163,1.6163,-0.0021,0.0596
2026-01-01 11:33:00,134.0,0.0528,67.1,51.16,793.9,-0.88,-1.9773,2.144,-0.001,0.0196
2026-01-01 11:33:30,123.98,0.0093,61.46,54.01,808.72,-10.26,-6.0725,-0.6117,-0.001,0.0866
2026-01-01 11:34:00,121.86,0.0,64.61,49.93,798.88,-12.07,0.4277,-2.6692,-0.0034,0.0805
2026-01-01 11:34:30,124.83,0.0592,61.73,48.67,719.14,-8.84,2.171,-2.6805,0.0009,0.0689
2026-01-01 11:35:00,126.2,0.0288,59.68,44.57,794.2,-7.33,1.2959,1.4813,-0.0034,0.0524
2026-01-01 11:35:30,127.42,0.0077,66.37,51.63,888.09,-5.88,0.3851,1.5825,-0.0073,0.0404
2026-01-01 11:36:00,126.97,0.0108,67.44,47.74,824.02,-6.15,2.1438,-0.6025,-0.0041,0.0461
2026-01-01 11:36:30,131.71,0.0854,65.86,50.43,802.91,-1.31,-0.2749,1.8008,-0.0004,0.0139
2026-01-01 11:37:00,126.42,0.005,61.0,51.34,823.16,-6.48,-7.4477,-2.1025,-0.0017,0.0752
2026-01-01 11:37:30,116.82,0.0,68.2,46.22,757.56,-15.58,-7.5488,-1.6682,-0.0007,0.1275
2026-01-01 11:38:00,111.32,0.0,61.75,48.0,736.75,-20.73,7.6269,0.6176,-0.0023,0.1546
2026-01-01 11:38:30,132.07,0.0577,66.69,47.46,831.06,0.07,3.3683,1.1688,-0.001,0.0174
2026-01-01 11:39:00,118.06,0.004,62.11,50.34,861.83,-13.66,-4.5652,1.586,0.0002,0.1035
2026-01-01 11:39:30,122.94,0.0089,70.27,50.63,715.78,-8.31,0.6924,-1.2636,-0.0012,0.0548
2026-01-01 11:40:00,119.44,0.0,59.04,47.81,754.48,-11.29,4.121,-0.2765,-0.0002,0.0834
2026-01-01 11:40:30,131.18,0.0232,61.09,50.08,774.97,0.73,1.4545,0.123,-0.0004,0.0098
2026-01-01 11:41:00,122.35,0.0044,66.89,48.06,847.99,-7.74,-7.66,-1.6546,-0.003,0.082
2026-01-01 11:41:30,115.86,0.0,62.6,46.77,804.98,-13.64,-7.2984,-0.9861,-0.0014,0.1128
2026-01-01 11:42:00,107.76,0.0,61.35,46.09,863.89,-21.0,6.0988,0.1245,-0.0013,0.1481
2026-01-01 11:42:30,128.06,0.0616,65.85,47.02,824.1,-0.46,7.3987,1.0377,0.0009,0.0362
2026-01-01 11:43:00,122.55,0.0,66.62,48.16,790.23,-5.7,-4.4913,0.4503,-0.0026,0.0527
2026-01-01 11:43:30,119.08,0.0,68.25,47.92,830.23,-8.69,-0.4382,-0.4079,-0.0005,0.0531
2026-01-01 11:44:00,121.68,0.0,68.8,47.35,801.09,-5.83,-0.2808,-1.5843,0.0,0.0397
2026-01-01 11:44:30,118.51,0.0125,66.84,44.75,867.47,-8.69,-6.373,-0.6797,-0.0023,0.0789
2026-01-01 11:45:00,108.93,0.0,66.18,45.99,870.77,-17.67,1.9085,0.7458,-0.0014,0.1131
2026-01-01 11:45:30,122.33,0.0308,62.4,46.24,929.26,-4.18,8.4949,1.4154,0.0012,0.0638
2026-01-01 11:46:00,125.92,0.0211,62.72,48.82,837.87,-0.47,3.3374,0.4805,0.0005,0.0174
2026-01-01 11:46:30,129.01,0.0474,61.05,47.2,767.77,2.72,0.6165,-2.6328,-0.0019,0.0263
2026-01-01 11:47:00,127.15,0.0577,67.29,43.55,874.48,1.09,-7.117,-0.9444,0.0026,0.0383
2026-01-01 11:47:30,114.77,0.0,65.93,45.31,838.39,-10.88,-0.8579,2.5793,0.0,0.075
2026-01-01 11:48:00,125.44,0.0388,62.76,48.71,865.78,0.03,4.8985,3.6585,0.0019,0.0319
2026-01-01 11:48:30,124.57,0.0247,68.78,52.63,744.0,-0.76,-2.8968,-0.2813,-0.0016,0.0165
2026-01-01 11:49:00,119.64,0.0152,65.38,48.15,810.35,-5.38,-1.6742,-2.4822,0.0006,0.0459
2026-01-01 11:49:30,121.22,0.0159,70.2,47.66,779.8,-3.69,-2.8001,0.6097,0.0004,0.0344
2026-01-01 11:50:00,114.04,0.0,65.04,49.37,898.24,-10.5,0.5546,3.0673,0.0,0.0732
2026-01-01 11:50:30,122.33,0.0274,61.63,53.8,796.49,-1.82,-1.6904,-2.0771,0.0002,0.0237
2026-01-01 11:51:00,110.66,0.0,61.66,45.21,730.17,-13.12,2.0216,-4.013,-0.0002,0.0978
2026-01-01 11:51:30,126.37,0.0291,60.98,45.77,922.06,2.83,3.2115,0.1102,0.0015,0.0294
2026-01-01 11:52:00,117.09,0.0,63.06,45.43,889.09,-6.2,-7.2376,-0.0168,0.0,0.0657
2026-01-01 11:52:30,111.9,0.0,66.3,45.74,908.76,-11.07,-2.0567,1.5682,-0.0031,0.0778
2026-01-01 11:53:00,112.97,0.0,63.73,48.57,775.0,-9.67,1.7814,1.053,0.0,0.0667
2026-01-01 11:53:30,115.46,0.0,71.28,47.85,822.05,-6.83,-1.096,-0.9192,0.0,0.0467
2026-01-01 11:54:00,110.78,0.0,64.88,46.73,764.0,-11.34,0.2183,0.6361,0.0,0.0685
2026-01-01 11:54:30,115.9,0.0,62.24,49.12,917.09,-5.98,1.075,0.8668,-0.0006,0.0414
2026-01-01 11:55:00,112.93,0.0,59.86,48.47,832.58,-8.66,-1.2798,-1.5804,0.0,0.0604
2026-01-01 11:55:30,113.34,0.0,67.99,45.96,852.29,-7.97,0.2704,-1.1062,-0.0015,0.0506
2026-01-01 11:56:00,113.47,0.0,65.49,46.25,863.9,-7.49,-0.9725,0.5906,-0.0011,0.049
2026-01-01 11:56:30,111.39,0.0,66.45,47.14,783.28,-9.29,2.9511,-0.5849,-0.0024,0.0678
2026-01-01 11:57:00,119.37,0.0,65.01,45.08,813.25,-1.15,3.9807,0.7831,-0.0029,0.025
2026-01-01 11:57:30,119.35,0.0169,64.71,48.7,741.19,-0.99,-2.3807,1.7265,0.0008,0.0206
2026-01-01 11:58:00,114.61,0.0,71.49,48.54,841.8,-5.35,-4.7238,0.8186,-0.0019,0.0529
2026-01-01 11:58:30,109.91,0.0,64.07,50.34,798.61,-9.77,-4.2234,-0.8432,-0.0012,0.0768
2026-01-01 11:59:00,106.17,0.0,63.56,46.85,865.61,-13.2,1.9371,-2.6657,-0.0008,0.0934
2026-01-01 11:59:30,113.78,0.0,66.88,45.01,855.67,-5.36,1.5098,1.9482,-0.0008,0.0433
2026-01-01 12:00:00,109.18,0.0,68.74,50.75,809.7,-9.62,1.0077,0.385,0.0,0.0609
2026-01-01 12:00:30,115.8,0.0,66.43,45.78,792.24,-2.77,2.8062,-4.3764,-0.0014,0.0417
2026-01-01 12:01:00,114.8,0.0,61.94,41.99,775.41,-3.53,2.1569,1.6316,0.0,0.0342
2026-01-01 12:01:30,120.11,0.022,63.98,49.04,816.68,2.01,-2.2713,3.4528,-0.0004,0.0319
2026-01-01 12:02:00,110.25,0.0,68.42,48.9,830.46,-7.52,-1.7517,-0.1381,0.0,0.0509
2026-01-01 12:02:30,116.61,0.0196,73.94,48.77,847.64,-1.16,3.0988,0.9464,0.001,0.022
2026-01-01 12:03:00,116.45,0.0,66.0,50.79,918.84,-1.42,-3.7891,-0.9092,0.0,0.0262
2026-01-01 12:03:30,109.03,0.0,63.34,46.95,897.2,-8.38,-2.0893,-3.0316,0.0,0.067
2026-01-01 12:04:00,112.27,0.0,67.63,44.73,840.42,-5.02,-1.5495,-0.8108,0.0,0.0376
2026-01-01 12:04:30,105.93,0.0,65.6,45.33,910.76,-11.02,-1.608,1.4446,0.0,0.0752
2026-01-01 12:05:00,109.06,0.0,66.61,47.62,851.3,-7.69,1.4504,1.2835,0.0,0.0544
2026-01-01 12:05:30,108.83,0.0,62.08,47.89,750.14,-7.47,0.7647,0.2845,0.0,0.0469
2026-01-01 12:06:00,110.59,0.0,70.78,48.19,863.02,-5.48,0.3555,1.4951,0.0,0.0376
2026-01-01 12:06:30,109.54,0.0,67.16,50.88,953.96,-6.4,-1.3642,0.8535,0.0,0.0451
2026-01-01 12:07:00,107.86,0.0,68.08,49.89,801.99,-8.08,-4.1694,-1.539,0.0,0.069
2026-01-01 12:07:30,101.2,0.0,68.89,47.81,940.38,-14.2,1.7541,-2.7688,-0.0008,0.0989
2026-01-01 12:08:00,111.37,0.0,63.85,44.36,938.41,-3.81,1.0536,0.4648,0.0,0.0273
2026-01-01 12:08:30,103.31,0.0,60.21,48.74,827.27,-11.55,3.8108,-0.2721,0.0,0.0836
2026-01-01 12:09:00,118.99,0.0,69.97,43.81,846.05,4.18,7.7692,-1.1916,0.0,0.06
2026-01-01 12:09:30,118.85,0.001,69.08,46.35,939.07,4.03,-6.2982,0.4559,0.0001,0.0505
2026-01-01 12:10:00,106.39,0.0,63.99,44.72,831.18,-8.37,-9.0684,0.0025,0.0,0.0861
2026-01-01 12:10:30,100.71,0.0,68.71,46.36,909.69,-13.62,-0.5329,-0.1431,0.0,0.0816
2026-01-01 12:11:00,105.33,0.0,66.2,44.44,867.39,-8.6,0.1838,1.8561,0.0,0.0564
2026-01-01 12:11:30,101.08,0.0,64.2,50.07,853.24,-12.28,1.5021,1.7612,-0.0011,0.0832
2026-01-01 12:12:00,108.33,0.0,65.26,47.96,847.91,-4.66,-0.7482,-0.2024,0.0,0.0301
2026-01-01 12:12:30,99.58,0.0,68.93,49.67,907.77,-13.1,4.8894,-0.5534,-0.001,0.0981
2026-01-01 12:13:00,118.11,0.0,70.77,46.85,777.94,5.57,1.6966,-0.5365,0.0,0.0406
2026-01-01 12:13:30,102.98,0.0,69.59,48.59,896.93,-9.13,-6.8517,0.1674,0.0,0.0818
2026-01-01 12:14:00,104.41,0.0,64.58,47.19,942.9,-7.39,-0.5105,-2.3353,0.0,0.0523
2026-01-01 12:14:30,101.96,0.0,63.9,43.92,1061.82,-9.46,-2.4143,-0.324,0.0,0.0656
2026-01-01 12:15:00,99.58,0.0,70.2,46.54,846.21,-11.55,-1.4941,1.8597,0.0,0.0792
2026-01-01 12:15:30,98.97,0.0,65.23,47.64,940.2,-11.69,5.7166,0.0782,0.0,0.0917
2026-01-01 12:16:00,111.01,0.0,71.49,46.7,839.24,0.35,0.951,-1.0333,0.0,0.0085
2026-01-01 12:16:30,100.87,0.0,65.44,45.57,911.7,-9.29,-1.4811,-0.1875,0.0,0.0603
2026-01-01 12:17:00,108.05,0.0,64.26,46.32,937.05,-1.93,1.4138,0.8501,0.0,0.0191
2026-01-01 12:17:30,103.7,0.0,63.95,47.27,866.6,-6.11,-3.7804,1.4877,0.0,0.0557
2026-01-01 12:18:00,100.49,0.0,71.01,49.3,957.48,-9.07,-0.8613,-2.9105,0.0,0.0655
2026-01-01 12:18:30,101.97,0.0,66.92,41.45,938.39,-7.32,0.9884,0.2237,0.0,0.0468
2026-01-01 12:19:00,102.46,0.0,67.82,49.74,917.18,-6.66,-5.2283,3.1655,0.0,0.0705
2026-01-01 12:19:30,91.52,0.0,65.37,47.78,834.92,-17.12,3.2227,-2.1062,-0.0001,0.1199
2026-01-01 12:20:00,108.91,0.0,66.33,45.53,898.73,0.35,4.2505,0.0056,0.0,0.0189
2026-01-01 12:20:30,100.02,0.0,68.87,47.8,834.98,-8.27,-5.5013,-1.5922,0.0,0.0759
2026-01-01 12:21:00,97.91,0.0,66.58,42.35,877.44,-10.07,0.8375,0.2695,0.0,0.0625
2026-01-01 12:21:30,101.69,0.0,68.28,48.33,846.13,-6.09,4.1392,3.0815,0.0,0.0624
2026-01-01 12:22:00,106.19,0.0,70.63,48.51,940.22,-1.34,1.4215,0.3448,0.0,0.0139
2026-01-01 12:22:30,104.54,0.0,63.15,49.02,856.54,-2.69,-2.6642,-1.249,0.0,0.0301
2026-01-01 12:23:00,100.86,0.0,73.94,46.01,822.13,-6.09,3.4826,-1.4063,0.0,0.054
2026-01-01 12:23:30,111.5,0.0,72.81,46.21,897.92,4.52,3.4965,0.4881,0.0,0.0418
2026-01-01 12:24:00,107.85,0.0,60.13,46.99,983.78,0.84,-4.8937,0.763,0.0,0.0269
2026-01-01 12:24:30,101.71,0.0,70.62,47.74,873.23,-5.06,-0.1006,-0.085,0.0,0.0294
2026-01-01 12:25:00,107.65,0.0,74.94,46.82,872.47,0.91,-2.2717,0.6179,0.0,0.0159
2026-01-01 12:25:30,97.17,0.0,65.01,48.97,903.09,-9.2,-3.2117,0.395,0.0,0.0677
2026-01-01 12:26:00,101.23,0.0,65.03,47.61,991.58,-4.87,-1.8027,-0.4924,0.0,0.0368
2026-01-01 12:26:30,93.57,0.0,71.83,47.99,929.14,-12.0,-1.0464,-0.9405,0.0,0.0769
2026-01-01 12:27:00,99.13,0.0,69.42,45.73,998.55,-6.21,2.2414,-1.4472,0.0,0.0497
2026-01-01 12:27:30,98.05,0.0,69.54,45.09,866.58,-6.93,1.1081,-0.5222,0.0,0.046
2026-01-01 12:28:00,101.35,0.0,67.66,44.68,937.44,-3.32,-2.0389,-0.2187,0.0,0.0278
2026-01-01 12:28:30,93.97,0.0,63.24,44.66,899.43,-10.4,-3.4527,0.7828,0.0,0.0771
2026-01-01 12:29:00,94.44,0.0,68.36,46.25,811.99,-9.57,2.3081,0.3232,0.0,0.0659
2026-01-01 12:29:30,98.59,0.0,67.84,45.3,875.21,-5.28,-0.6165,0.6742,0.0,0.0348
2026-01-01 12:30:00,93.21,0.0,71.07,47.6,980.04,-10.34,-0.6049,1.4894,0.0,0.0671
2026-01-01 12:30:30,97.38,0.0,65.94,48.28,827.05,-5.95,-0.4183,0.0181,0.0,0.0357
2026-01-01 12:31:00,92.37,0.0,65.06,47.63,871.11,-10.58,-2.2904,-0.6306,0.0,0.0727
2026-01-01 12:31:30,92.8,0.0,65.3,47.02,902.48,-9.83,7.6472,-1.4909,0.0,0.0936
2026-01-01 12:32:00,107.67,0.0,66.54,44.65,966.71,5.05,-1.8089,0.0926,0.0,0.0365
2026-01-01 12:32:30,89.18,0.0,58.97,47.21,959.15,-13.2,-7.6079,0.1148,0.0,0.1086
2026-01-01 12:33:00,92.45,0.0,64.84,44.88,925.35,-9.55,3.4275,-1.6613,0.0,0.0749
2026-01-01 12:33:30,96.03,0.0,72.62,43.88,881.45,-5.82,4.686,0.3179,0.0,0.0538
2026-01-01 12:34:00,101.82,0.0,66.49,45.52,894.49,0.31,-5.77,0.4322,0.0,0.0264
